Unit name,Protocol,Comment,TOP Rating,Read ID,Read DTC,Live data,Parametrization,Programm.,Special func.,Cable,Univ. FR program,Univ. FR adapt.,Univ. cab,OEM,Group of vehicles,Vehicles,Photo,Connection diagram
TY704,PWM,Done,,,,,,,,MS-35037 (77C),,,No,45200-05330 45200-05350 45200-05351 45200-05352 45200-05353 45200-05354 45200-05492 4525005480 4525005530 ,TOYOTA / LEXUS,"TOYOTA AVENSIS (T25_) [2003, 2004, 2005, 2006, 2007, 2008], TOYOTA AVENSIS универсал (T25) [2006, 2007, 2008]",TY704.jpg,Separate ECU
TY709,PWM,Done,,,,,,,,,,,No,4520002180 4520002241 4525002320 4525002480 4525002500 4525002570 ,TOYOTA / LEXUS,"TOYOTA COROLLA (ZZE12_, NDE12_, ZDE12_) [2002, 2003, 2004, 2005, 2006], TOYOTA COROLLA Combi (_E12J_, _E12T_) [2002, 2003, 2004, 2005, 2006, 2007], TOYOTA AXIO/ALTIS седан (_E12J_, _E12T_) [2002, 2003, 2004, 2005, 2006, 2007]",TY709.jpg,Separate ECU
TY406.NLF0.,CAN,Need can data,,,,,,,,Need unit,,,Need unit,SU001-B2353 SU001-B2354 SU001-B2356 SU001-B1909 SU001-B2397 SU001-A8838,TOYOTA / LEXUS,Toyota Proace City Verso [19-],No,No
TY407.NL00.,CAN,Done,,,,,,,,MS-36055 (100R),,,Yes,442500E040 442500E041,TOYOTA / LEXUS,TOYOTA HIGHLANDER XU70 [19-],No,TY403conn.jpg
TY408.NL00.,CAN,Need can data,,,,,,,,Need unit,,,Need unit,44250-08080 44250-08090 44250-08100 44250-08110,TOYOTA / LEXUS,TOYOTA SIENNA [20-],No,No
TY409.NLF1.,CAN,Done,,,,,,,,MS-36055 (100R),,,Yes,4425006390 4425006400 4425006430 4425033612 ,TOYOTA / LEXUS,"TOYOTA CAMRY (_V7_, _VA7_, _VH7_) [2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025], LEXUS ES (_Z10_) [2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",No,No
TY410.NLA1.,CAN,Done,,,,,,,,MS-36055 (100R),,,Yes,44250-42311 44250-42340 44250-42341 44250-42460 44250-42810 4425042180 89650-42300 89650-42301 ,TOYOTA / LEXUS,"TOYOTA RAV 4 V (_A5_) [2020, 2021, 2022, 2023, 2024, 2025]",TY410.NLA1.jpg,No
TY412.NL01.,CAN,Done,,,,,,,,MS-36055 (100R),,,Yes,4425048160,TOYOTA / LEXUS,"TOYOTA Venza SUV [2021, 2022, 2023, 2024, 2025]",TY412.NL01.jpg,TY403conn.jpg
TY721,CAN,Need can data,,,,,,,,Need unit,,,Need unit,4520A-F4030,TOYOTA / LEXUS,Toyota C-HR [16-],No,No
LE407.NL00.,CAN,Done,,,,,,,,MS-36055 (100R),,,Yes,4425050460 4425050530 4425050531 4425050540 4425050541 ,TOYOTA / LEXUS,"LEXUS LS (_F5_) [2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",LE407.NL00.jpg,LE407conn.jpg
LE410.NLR0.,CAN,Need can data,,,,,,,,Need unit,,,Need unit,44250-11010 44250-11030 44250-11070 44250-50490 44250-50491 44250-50500,TOYOTA / LEXUS,"LEXUS LC Z10 [17-], LS [17-]",No,No
LE411.NL00.,CAN-FD (SECOC),SECOC...(((,,,,,,,,MS-36055 (100R),,,Yes,4425048170,TOYOTA / LEXUS,Lexus RX [23-],No,No
LE702,,Need can data,,,,,,,,Need unit,,,Need unit,4520A-33121 4520A-33120,TOYOTA / LEXUS,Lexus ES [12-18],No,No
TY411.NL00.,CAN,Done,,,Yes,,,,,Not going to do,,,Yes,-,TOYOTA / LEXUS,"TOYOTA TUNDRA [USA] Crew Cab Pickup [2021, 2022, 2023, 2024, 2025]",TY411.NL00.jpg,No
LE406.NL00.,CAN-FD (SECOC),Asked Jake to read!,,,,,,,,,,,,4425078020,TOYOTA / LEXUS,Lexus NX [21-],No,No
TY722,,Need can data,,,,,,,,Need unit,,,Need unit,4520A02630,TOYOTA / LEXUS,"Toyota Corolla [2019, 2020, 2021, 2022, 2023, 2024, 2025]",No,No
LE403.NL00.,CAN,Need can data,,,,,,,,Need unit,,,Need unit,"44200-48130, 44200-48131, 44200-48132, 44200-48133",TOYOTA / LEXUS,"Lexus RX [2003, 2004, 2005, 2006, 2007, 2008, 2009]",No,No
LE401.NRR0.,CAN,Done,,,,,,,,MS-36019 (44R),,,No,"44200-30540, 44200-30440, 44200-30650, 44200-30B00",TOYOTA / LEXUS,"Lexus GS [2005, 2006, 2007, 2008, 2009, 2010, 2011]",No,Separate ECU
BU401.NLA0.,CAN,Done,,,,,,,,Same as Malibu,,,,84081282 84141885 84169179 84383159 ,GENERAL MOTORS,"BUICK ENVISION [2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",BU401.NLA0.jpg,No
CR402.NL00.,CAN,Done,,,,,,,OP_CR402VINProgram,MS-36043 (85R),,,Yes,84187572 84216556 84216558 84244116 84352218 84352219 84411301 ,GENERAL MOTORS,"CHEVROLET MALIBU [2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025], OPEL INSIGNIA B Sports Tourer (Z18) [2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025], BUICK REGAL Sportback [2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",CR402.NL00.jpg,CR402conn.jpg
CR405.NL00.,CAN,Done,,,,,,,,MS-36058 (103R),,,Yes,22963309 22963310 84168690 84168691 84250201 84298322 84408078 84450572 84460094 84460095 84494275 84494276 84498586 84498587 ,GENERAL MOTORS,"CHEVROLET COLORADO Crew Cab Pickup [2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025], CHEVROLET COLORADO Extended Cab Pickup [2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025], CHEVROLET COLORADO Standard Cab Pickup [2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",CR405.NL00.jpg,CR405conn.jpg
CR407.NL00.,CAN,Done,,,,,,,,MS-36020 (45R),,,Yes,19417567 20857570 22985119 84037522 ,GENERAL MOTORS,"GMC TERRAIN [2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025], CHEVROLET EQUINOX [2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",CR407.NL00.jpg,CR407conn.jpg
CR412.NLF0.,CAN,Done,,,,,,,,MS-36020 (45R),,,Yes,13413955 19417562 ,GENERAL MOTORS,"CHEVROLET Volt [2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",CR412.NLF0.jpg,No
OP406.NLF0.,CAN,Done,TOP50,,,,,,OP_OP406VINProgram,MS-36020 (45R),,,Yes,0900066 0900067 0900081 0900140 0900141 0900142 0900527 0900528 0900532 0900533 0900534 13251843 13327431 13327433 13335002 13335004 13337583 13363851 13363853 13363856 13366874 13368195 13372109 13376583 13376584 13423005 13423006 22943369 22943370 22967888 39030549 900066 900081 95521775 95521776 P13251843 P13363856 P13413955 P13423005 ,GENERAL MOTORS,"CHEVROLET ORLANDO (J309) [2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025], OPEL AMPERA [2011, 2012, 2013, 2014, 2015], CHEVROLET CRUZE Наклонная задняя часть (J305) [2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025], OPEL ASTRA J [2009, 2010, 2011, 2012, 2013, 2014, 2015], CHEVROLET MALIBU (V300) [2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025], OPEL INSIGNIA [2012, 2013, 2014, 2015, 2016, 2017]",OP406.NLF0.jpg,OP406conn.jpg
OP403.NLF0.,CAN,Done,,,,,,,,MS-36020 (45R),,,Yes,13288362 13413953 39030542 900143 95521833 95521834 95523305 ,GENERAL MOTORS,"OPEL ASTRA GTC J [2011, 2012, 2013, 2014, 2015]",OP403.NLF0.jpg,No
CR701,CAN,Done,,,,,,,,MS-35001 (1C),,,Yes,95039305 95039306 95168186 95168192 95233723 95233724 ,GENERAL MOTORS,"CHEVROLET AVEO седан (T300) [2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",CR701.jpg,CR701conn.jpg
OP703,CAN,Done,,,,,,,,MS-35001 (1C),,,Yes,0900074 11213105 13290399 2611786709A 55701304 55703402 5900279 5900338 5900361 X710102199 ,GENERAL MOTORS,"OPEL CORSA D [2006, 2007, 2008, 2009, 2010]",OP703.jpg,FI701conn.jpg
OP706,CAN,Done,,,,,,,,MS-35001 (1C),,,Yes,900568,GENERAL MOTORS,"OPEL MOKKA [2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",OP706.jpg,No
OP402.NLF0.,CAN,Done,,,,,,,OP_OP402VINProgram,MS-36048 (90R),,,Yes,39008062 39026260 39026261 39026265 39061704 39072473 39084595 39084596 39088956 39096856 39096867 39119251 39119252 39119255 41519541D 42525092 42525093 95522091 95523390 95524097 95524242 95525431 95525454 ,GENERAL MOTORS,"OPEL ASTRA K [2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022], OPEL ASTRA K Sports Tourer (B16) [2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",OP402.NLF0.jpg,OP402conn.jpg
OP401.NLA0.,CAN,Done,,,,,,,,MS-36043 (85R),,,Yes,22969531 23242511 23447538 23447565 812302354 84165782 ,GENERAL MOTORS,"OPEL INSIGNIA [2014, 2015, 2016, 2017], BUICK REGAL Sportback [2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",OP401.NLA0.jpg,No
OP301,PWM,Done,,,,,,,,MS-37005 (6P),,,Yes,09127416 09127417 09156545 09156546 09191975 09191977 13105726 24405522 24436412 5948001 5948009 5948010 5948127 5948128 9226482 9226483 93188235 93188236 ,GENERAL MOTORS,"OPEL ASTRA G Наклонная задняя часть (F48_, F08_) [1998, 1999, 2000], OPEL ASTRA G универсал (F35_) [1998, 1999, 2000], OPEL ASTRA G купе (F07_) [2000, 2001, 2002, 2003, 2004, 2005], OPEL ASTRA G седан (F69_) [1998, 1999, 2000], OPEL ZAFIRA A (F75_) [1999, 2000, 2001, 2002, 2003, 2004, 2005], OPEL ASTRA G фургон (F70) [1999, 2000], OPEL ASTRA G кабрио [2001, 2002, 2003, 2004, 2005]",OP301.jpg,No
OP302,PWM,Done,,,,,,,,MS-37005 (6P),,,Yes,0948009 0948011 0948016 0948018 26067452 26076592 26078682 26078684 26082652 26082654 9156554 9191970 9226480 ,GENERAL MOTORS,"OPEL ASTRA G Наклонная задняя часть (F48_, F08_) [1998, 1999, 2000], OPEL ASTRA G универсал (F35_) [1998, 1999, 2000], OPEL ASTRA G седан (F69_) [2002, 2003, 2004, 2005], OPEL ASTRA G купе (F07_) [2000], OPEL ASTRA G фургон (F70) [1999, 2000], OPEL ASTRA G кабрио [2001, 2002, 2003, 2004, 2005]",OP302.jpg,No
OP303,PWM,Done,,,,,,,,MS-37005 (6P),,,Yes,0948002 0948003 0948012 9127416 9226482 948089 948091 ,GENERAL MOTORS,"OPEL ASTRA G Наклонная задняя часть (F48_, F08_) [1998, 1999, 2000], OPEL ASTRA G универсал (F35_) [1998, 1999, 2000], OPEL ASTRA G купе (F07_) [2000, 2001, 2002, 2003, 2004, 2005], OPEL ASTRA G седан (F69_) [2002, 2003, 2004, 2005], OPEL ZAFIRA A (F75_) [1999, 2000, 2001, 2002, 2003, 2004, 2005], OPEL ASTRA G фургон (F70) [1999, 2000], OPEL ASTRA G кабрио [2001, 2002, 2003, 2004, 2005]",OP303.jpg,No
OP304,CAN,Done,,,,,,,,MS-37018 (19P),,,No,0948117 5948006 5948069 5948074 93169179 93169180 93172788 93180406 93183575 948117 948118 R1700055 R1700056 ,GENERAL MOTORS,"OPEL VECTRA C [2002, 2003, 2004, 2005, 2006, 2007, 2008], OPEL SIGNUM [2003, 2004, 2005], OPEL VECTRA C универсал [2003, 2004, 2005, 2006], OPEL VECTRA C GTS [2004, 2005, 2006, 2007, 2008, 2009], SAAB 9-3 (YS3F) [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]",OP304.jpg,Sensor
OP305,CAN,Done,,,,,,,,MS-37018 (19P),,,No,5948227 5948073 5948227 93172789 93190149 93190150 R1700059,GENERAL MOTORS,"OPEL VECTRA C [2002, 2003, 2004, 2005, 2006, 2007, 2008], OPEL VECTRA C GTS [2002, 2003, 2004, 2005, 2006], SAAB 9-3 (YS3F) [2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015], OPEL SIGNUM [2003, 2004, 2005, 2006, 2007, 2008], OPEL VECTRA C универсал [2003, 2004, 2005]",OP305.jpg,Sensor
OP309,CAN,Done,,,,,,,,MS-37018 (19P),,,No,5948007,GENERAL MOTORS,"OPEL VECTRA C [2002, 2003, 2004], OPEL SIGNUM [2003, 2004, 2005, 2006, 2007, 2008]",OP309.jpg,Sensor
OP306,PWM,Done,,,,,,,,MS-37005 (6P),,,Yes,1609032 5948067 5948233 93179568 93179569 93190157 93190229 95508368 ,GENERAL MOTORS,"OPEL ASTRA H универсал [2009, 2010], OPEL ASTRA H Van [2004, 2005, 2006, 2007, 2008, 2009, 2010], OPEL ASTRA H GTC [2005, 2006, 2007, 2008, 2009, 2010], OPEL ASTRA H [2009, 2010], OPEL ASTRA H TwinTop [2005, 2006, 2007, 2008, 2009, 2010], OPEL ASTRA H седан [2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014], OPEL ASTRA Sports Tourer (J) [2012, 2013, 2014, 2015]",OP306.jpg,Yes
OP307,CAN,Done,TOP100,,,,,,,MS-37010 (11P),,,Yes,0948223 0948224 0948225 0948725 0948727 13192897 13276990 13292554 5948070 5948071 5948072 5948229 5948230 5948231 93181657 93181659 93190155 93196066 93196804 948726 ,GENERAL MOTORS,"OPEL ASTRA H Van [2004, 2005, 2006, 2007, 2008, 2009, 2010], OPEL ZAFIRA B Van [2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015], OPEL ASTRA H [2004, 2005, 2006, 2007, 2008, 2009, 2010], OPEL ASTRA H универсал [2004, 2005, 2006, 2007, 2008, 2009, 2010], OPEL ASTRA H GTC [2005, 2006, 2007, 2008, 2009, 2010], OPEL ZAFIRA B (A05) [2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012], OPEL ASTRA H TwinTop [2005, 2006, 2007, 2008, 2009, 2010]",OP307.jpg,Yes
OP308,CAN,Done,,,,,,,,MS-37025 (26P),,,Yes,13347423 1609179 1609209 95507297 95509183 95509185 95524705 ,GENERAL MOTORS,"OPEL MERIVA B [2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",OP308.jpg,Yes
OP701,PWM,Done,,,,,,,,MS-35008 (8C),,,Yes,00900113 09115125 24463937 9196423 93172257 ,GENERAL MOTORS,"OPEL CORSA C (F08, F68) [2000, 2001, 2002, 2003], OPEL CORSA C фургон (F08, W5L) [2000, 2001, 2002, 2003], OPEL COMBO Tour [2001, 2002, 2003, 2004, 2005, 2006], OPEL TIGRA TwinTop [2004, 2005, 2006, 2007, 2008, 2009, 2010]",OP701.jpg,No
OP702,PWM,Done,,,,,,,,MS-35009 (10C),,,Yes,38720-83E20 38720-83E30 4705441 48200-83E62 48200-83E63 48200-83E64 ,GENERAL MOTORS,"OPEL AGILA (A) (H00) [2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007], SUZUKI WAGON R+ (MM) [2000, 2001, 2002, 2003, 2004]",OP702.jpg,No
OP704,PWM,Done,,,,,,,,MS-35008 (8C),,,Yes,5900298 5900303 900125 93192408 ,GENERAL MOTORS,"OPEL MERIVA [2004, 2005, 2006, 2007, 2008, 2009, 2010]",OP704.jpg,No
OP707,CAN,Done,,,,,,,,MS-35001 (1C),,,Yes,13413347 13413350 13419550 13428865 13438532 13478146 13496341 ,GENERAL MOTORS,"OPEL ADAM (12-), CORSA E (14-)",OP707.jpg,No
CR401.NLR0.,CAN,Need can data,,,,,,,,Need unit,,,Need unit,84233271 84233270 84160614 84160622 23170342 84160623 23269580 84558550 84886554 825902385 23428434,GENERAL MOTORS,CADILLAC ATS 2.0 AWD,CR401.NLR0.jpg,CR402conn.jpg
CA402.NL00.,CAN,Need can data,,,,,,,,Need unit,,,Need unit,20870557 20870559,GENERAL MOTORS,"CADILLAC ESCALADE [10-13], CHEVROLET TAHOE [11-13]",CA402.NL00.jpg,Separate ECU
CA403.NLA0.,CAN,Done,,,,,,,,MS-36043 (85R),,,Yes,23168627 23209955 23452609 23471867 84228069 84297136 ,GENERAL MOTORS,"CADILLAC CTS [2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",CA403.NLA0.jpg,CA403conn.jpg
CA403.NLR0.,CAN,Done,,,,,,,,MS-36043 (85R),,,Yes,23168629 23209957 23452610 84160638 84160639 84228070 84297137 ,GENERAL MOTORS,"CADILLAC CTS [2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",CA403.NLR0.jpg,CA403conn.jpg
CA403.SLR0.,CAN,Done,,,,,,,,MS-36043 (85R),,,Yes,23209956 23439192 23452607 ,GENERAL MOTORS,"CADILLAC CTS [2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",No,CA403conn.jpg
CA404.NL00.,CAN,Done,,,,,,,,MS-36095 (138R),,,Yes,812563302 84052302 84100491 84138792 84259589 87853951 87853952 ,GENERAL MOTORS,"GMC ACADIA [2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025], CADILLAC XT5 [2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",CA404.NL00.jpg,Yes
,CAN,Done,,,,,,,,MS-36095 (138R),,,Yes,,GENERAL MOTORS,CADILLAC XT6 3.6 (19-),No,21.03.23
CA405.NL00.,CAN,Done,,,,,,,,MS-36096 (139R),,,Yes,84706247 84706248 84706249 84706574 ,GENERAL MOTORS,"CADILLAC CT6 [2016, 2017, 2018, 2019]",CA405.NL00.jpg,CA405conn.jpg
CR403.NLR0.,CAN,Need can data,,,,,,,,Need unit,,,Need unit,84167056 84226078 84237807 23201911 23164960,GENERAL MOTORS,Chevrolet Corvette [14-],CR403.NLR0.jpg,No
CR401.NLR0.,CAN,Done,,,,,,,OP_CR402VINProgram,MS-36043 (85R),,,Yes,23170342 23269580 23428434 825902385 84160614 84160622 84160623 84233270 84233271 84558550 84886554 ,GENERAL MOTORS,"CHEVROLET CAMARO [2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",CR401.NLR0.jpg,CR402conn.jpg
CR404.NLR0.,CAN,Done,,,,,,,,Need unit,,,Need unit,23460447 23207196 23118540,GENERAL MOTORS,Chevrolet Camaro (12-15),CR404.NLR0.jpg,No
CR406.NL00.,CAN,Done,,,,,,,OP_CR402VINProgram,MS-36100 (143R),,,Yes,22978626 22978628 23153512 23153513 23297470 23459791 ,GENERAL MOTORS,"CHEVROLET IMPALA седан [2013, 2014], BUICK LA CROSSE седан [2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",CR406.NL00.jpg,CR406conn.jpg
CR408.NLF0.,CAN,Done,,,,,,,OP_CR408VINProgram,MS-36048 (90R),,,Yes,39060576 39072469 39072470 39084591 39084593 39096874 39112868 84676203 ,GENERAL MOTORS,"CHEVROLET CRUZE седан [2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025], CHEVROLET Volt [2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",CR408.NLF0.jpg,CR408conn.jpg
CR409.NLA0.,CAN,Done,TOP50,,,,,,,MS-36085 (127R),,,Yes,19417062 23129056 23185538 23191365 23231303 23341208 23361177 23479295 84101460 84235647 84368395 84774228 ,GENERAL MOTORS,"CHEVROLET SILVERADO 2500 [2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025], CADILLAC ESCALADE [2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",CR409.NLA0.jpg,Yes
CR409.NLR0.,CAN,Done,TOP50,,,,,,,MS-36085 (127R),,,Yes,23191367 23231305 23268255 23341209 23361179 23479297 84101459 84101462 84235649 ,GENERAL MOTORS,"CHEVROLET SILVERADO 2500 (13-18), SUBURBAN (K2Y) (14-20), Tahoe 14-21",CR409.NLR0.jpg,Yes
CR410.NL00.,CAN-FD (SECOC),,,,,,,,,MS-36099 (141R),,,Yes,85556730 85607361 85607366 ,GENERAL MOTORS,"CHEVROLET SUBURBAN (GMT1YC) [2020, 2021, 2022, 2023, 2024, 2025], CHEVROLET TAHOE (GMT1UC) [2020, 2021, 2022, 2023, 2024, 2025]",CR410.NL00.jpg,No
CR411.NL00.,CAN,Done,,,,,,,OP_CR402VINProgram,MS-36043 (85R),,,Yes,84186649 84295087 84335343 84401108 84401111 84467463 84597811 84597813 84663155 ,GENERAL MOTORS,"CHEVROLET EQUINOX [2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025], GMC TERRAIN [2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",CR411.NL00.jpg,CR402conn.jpg
CR413.NLR0.,CAN,Need can data,,,,,,,,Need unit,,,Need unit,92289255,GENERAL MOTORS,CHEVROLET SS [13-17],CR413.NLR0.jpg,No
CR414.NLA0.,CAN,Done,,,,,,,OP_CR414VINProgram,MS-36097 (140R),,,Yes,19417067 84536381 84674075 84674093 84722750 84944198 ,GENERAL MOTORS,"CHEVROLET SILVERADO 1500 Extended Cab Pickup [2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",CR414.NLA0.jpg,Yes
CR415.NL00.,,Need can data,,,,,,,,Need unit,,,Need unit,86598742 84330243,GENERAL MOTORS,CHEVROLET Traverse [18-] BUICK Enclave [18-],No,No
CR702,CAN,Need can data,,,,,,,,MS-35046 (105C),,,Need unit,25933396 25933397,GENERAL MOTORS,"Chevrolet Malibu (04-09), Pontiac G6 [04-09]",CR702.jpg,No
CR703,CAN,Done,,,,,,,,Новый кабель!!!,,,,42608297,GENERAL MOTORS,"Chevrolet Bolt [17-], Opel Ampera-e [17-]",CR703.jpg,No
OP705,,Need can data,,,,,,,,Need unit,,,Need unit,42532771 42397294 42664891 42670018,GENERAL MOTORS,"Opel Karl [2015, 2016, 2017, 2018, 2019]",No,No
OP404.NL00.,,Need can data,,,,,,,,Need unit,,,Need unit,13413960 13368200 95521781 95521777,GENERAL MOTORS,"CHEVROLET ORLANDO [2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018], OPEL ZAFIRA C [2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",No,No
CR704,,Need can data,,,,,,,,Need unit,,,Need unit,26403939,GENERAL MOTORS,"Chevrolet Onix [2019, 2020, 2021, 2022, 2023, 2024, 2025]",No,No
CA406.NLR0.,,Need can data,,,,,,,,Need unit,,,Need unit,"84815801, 84888256",GENERAL MOTORS,"Cadillac CT5 [2019, 2020, 2021, 2022, 2023, 2024, 2025]",No,No
